,sentence no,sentence,word,tag
215,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Pokemon,OTHER
216,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",like,OTHER
217,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Tapu,B-POKEMON
218,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance","Fini,",I-POKEMON
219,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance","Clefable,",B-POKEMON
220,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",and,OTHER
221,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Garchomp,B-POKEMON
222,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",after,OTHER
223,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",a,OTHER
224,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Dragon,B-MOVE
225,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Dance,I-MOVE
226,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",Once,OTHER
227,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",Flyinium,B-ITEM
228,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",Z,I-ITEM
229,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",is,OTHER
230,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around","burned,",OTHER
231,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",Fly,B-MOVE
232,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",can,OTHER
233,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",still,OTHER
234,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",be,OTHER
235,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",used,OTHER
236,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",as,OTHER
237,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",a,OTHER
238,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",decently,OTHER
239,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",strong,OTHER
240,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",STAB,OTHER
241,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",attack,OTHER
242,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",to,OTHER
243,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",threaten,OTHER
244,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",Grass-types,B-TYPE
245,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",and,OTHER
246,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",force,OTHER
247,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",awkward,OTHER
248,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around","plays,",OTHER
249,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",though,OTHER
250,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",it,OTHER
251,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",does,OTHER
252,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",become,OTHER
253,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",much,OTHER
254,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",easier,OTHER
255,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",to,OTHER
256,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",play,OTHER
257,12,"Once Flyinium Z is burned, Fly can still be used as a decently strong STAB attack to threaten Grass-types and force awkward plays, though it does become much easier to play around",around,OTHER
258,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",Earthquake,B-MOVE
259,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",provides,OTHER
260,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",great,OTHER
261,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",coverage,OTHER
262,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",when,OTHER
263,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",paired,OTHER
264,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",with,OTHER
265,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi","Fly,",B-MOVE
266,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",taking,OTHER
267,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",on,OTHER
268,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",a,OTHER
269,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",good,OTHER
270,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",number,OTHER
271,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",of,OTHER
272,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",the,OTHER
273,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi","Rock-,",B-TYPE
274,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi","Electric-,",B-TYPE
275,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",and,OTHER
276,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",Steel-types,B-TYPE
277,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",that,OTHER
278,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",could,OTHER
279,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",try,OTHER
280,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",to,OTHER
281,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",absorb,OTHER
282,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",a,OTHER
283,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",Supersonic,B-MOVE
284,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",Skystrike,I-MOVE
285,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",like,OTHER
286,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi","Tyranitar,",B-POKEMON
287,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi","Heatran,",B-POKEMON
288,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi","Magearna,",B-POKEMON
289,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",and,OTHER
290,13,"Earthquake provides great coverage when paired with Fly, taking on a good number of the Rock-, Electric-, and Steel-types that could try to absorb a Supersonic Skystrike like Tyranitar, Heatran, Magearna, and Jirachi",Jirachi,B-POKEMON
291,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",It,OTHER
292,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",also,OTHER
293,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",allows,OTHER
294,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",Dragonite,B-POKEMON
295,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",to,OTHER
296,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",hit,OTHER
297,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",Toxapex,B-POKEMON
298,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",hard,OTHER
299,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",without,OTHER
300,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",using,OTHER
301,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",Supersonic,B-MOVE
302,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move","Skystrike,",I-MOVE
303,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",preventing,OTHER
304,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",a,OTHER
305,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",chipped,OTHER
306,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",one,OTHER
307,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",from,OTHER
308,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",using,OTHER
309,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",Scald,B-MOVE
310,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",or,OTHER
311,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",Haze,B-MOVE
312,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",without,OTHER
313,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",burning,OTHER
314,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",Dragonite's,B-POKEMON
315,14,"It also allows Dragonite to hit Toxapex hard without using Supersonic Skystrike, preventing a chipped one from using Scald or Haze without burning Dragonite's Z-Move",Z-Move,OTHER
316,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,Extreme,B-MOVE
317,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,Speed,I-MOVE
318,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,is,OTHER
319,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,useful,OTHER
320,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,to,OTHER
321,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,revenge,OTHER
322,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,kill,OTHER
323,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,weakened,OTHER
324,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,threats,OTHER
325,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,and,OTHER
326,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,enable,OTHER
327,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,Dragonite,B-POKEMON
328,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,to,OTHER
329,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,sweep,OTHER
330,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,should,OTHER
331,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,opposing,OTHER
332,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,revenge,OTHER
333,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,killers,OTHER
334,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,like,OTHER
335,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,Weavile,B-POKEMON
336,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,and,OTHER
337,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,Mega,B-POKEMON
338,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,Alakazam,I-POKEMON
339,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,be,OTHER
340,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,sufficiently,OTHER
341,15,Extreme Speed is useful to revenge kill weakened threats and enable Dragonite to sweep should opposing revenge killers like Weavile and Mega Alakazam be sufficiently weakened,weakened,OTHER
342,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Roost,B-MOVE
343,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",is,OTHER
344,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",an,OTHER
345,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",option,OTHER
346,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",to,OTHER
347,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",let,OTHER
348,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Dragonite,B-POKEMON
349,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",play,OTHER
350,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",around,OTHER
351,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Choice,B-ITEM
352,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Scarf,I-ITEM
353,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Landorus-T,B-POKEMON
354,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",once,OTHER
355,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",it,OTHER
356,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",has,OTHER
357,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",boosted,OTHER
358,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",its,OTHER
359,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Speed,B-STATS
360,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",using,OTHER
361,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Dragon,B-MOVE
362,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate","Dance,",I-MOVE
363,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",letting,OTHER
364,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",it,OTHER
365,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",absorb,OTHER
366,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",and,OTHER
367,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",burn,OTHER
368,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",the,OTHER
369,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",PP,OTHER
370,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",of,OTHER
371,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Stone,B-MOVE
372,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",Edge,I-MOVE
373,16,"Roost is an option to let Dragonite play around Choice Scarf Landorus-T once it has boosted its Speed using Dragon Dance, letting it absorb and burn the PP of Stone Edge or restore Multiscale to ease additional setup to negate Intimidate",or,OTHER
